Time,CYP3A4_1A_n1_SOC_N,CYP3A4_1A_n2_SOC_N,CYP3A4_1A_n3_SOC_N,CYP3A4_1A_n4_SOC_N,CYP3A4_2_n1_SOC_N,CYP3A4_3_n1_SOC_N,CYP3A4_4_n1_SOC_N,CYP3A4_4_n2_SOC_N,CYP3A4_4_n3_SOC_N,CYP3A4_4_n4_SOC_N,CYP3A4_5_n1_SOC_N,CYP3A4_7_n1_SOC_N,CYP3A4_8_n1_SOC_N,CYP3A4_9_n1_SOC_N,CYP3A4_10_n1_SOC_N,CYP3A4_11_n1_SOC_N,CYP3A4_11_n2_SOC_N,CYP3A4_11_n3_SOC_N,CYP3A4_11_n4_SOC_N,CYP3A4_12_n1_SOC_N,CYP3A4_13_n1_SOC_N,CYP3A4_14_n1_SOC_N,CYP3A4_15_n1_SOC_N,CYP3A4_15_n2_SOC_N,CYP3A4_15_n3_SOC_N,CYP3A4_15_n4_SOC_N,CYP3A4_16_n1_SOC_N,CYP3A4_17_n1_SOC_N,CYP3A4_18_n1_SOC_N,CYP3A4_19_n1_SOC_N,CYP3A4_20_n1_SOC_N,CYP3A4_21_n1_SOC_N,CYP3A4_23_n1_SOC_N,CYP3A4_24_n1_SOC_N,CYP3A4_28_n1_SOC_N,CYP3A4_28_n2_SOC_N,CYP3A4_28_n3_SOC_N,CYP3A4_28_n4_SOC_N,CYP3A4_29_n1_SOC_N,CYP3A4_29_n2_SOC_N,CYP3A4_29_n3_SOC_N,CYP3A4_29_n4_SOC_N,CYP3A4_31_n1_SOC_N,CYP3A4_32_n1_SOC_N,CYP3A4_32_n2_SOC_N,CYP3A4_32_n3_SOC_N,CYP3A4_32_n4_SOC_N,CYP3A4_33_n1_SOC_N,CYP3A4_34_n1_SOC_N,CYP3A4_34_n2_SOC_N,CYP3A4_34_n3_SOC_N,CYP3A4_34_n4_SOC_N
150,0.30021538518,0.30021538518,0.30021538518,0.30021538518,0.11653418887,0.12801228886,0.13644242005,0.13644242005,0.13644242005,0.13644242005,0.11038084798,0.11330558438,0.10019243405,0.12224263324,0.12956080809,0.22714475406,0.22714475406,0.22714475406,0.22714475406,0.10019213214,0.10477007723,0.1286910754,0.39604818429,0.39604818429,0.39604818429,0.39604818429,0.13237545474,0.098750266086,0.12027681916,0.16309840699,0.10183164694,0.10003333503,0.15079689422,0.13039092877,0.29898234022,0.29898234022,0.29898234022,0.29898234022,1.6054707601,1.6054707601,1.6054707601,1.6054707601,0.18315601816,0.22759367022,0.22759367022,0.22759367022,0.22759367022,0.14949372505,0.33264038051,0.33264038051,0.33264038051,0.33264038051
155,0.25769796545,0.25769796545,0.25769796545,0.25769796545,0.094299959872,0.10422488575,0.11154804512,0.11154804512,0.11154804512,0.11154804512,0.089002848662,0.091518473611,0.080271593888,0.099229058311,0.10556801272,0.19174063441,0.19174063441,0.19174063441,0.19174063441,0.080271335957,0.084188212831,0.10481353065,0.34544597981,0.34544597981,0.34544597981,0.34544597981,0.10801174772,0.079039903943,0.097530058632,0.13487061863,0.081672878493,0.080135661488,0.12407779487,0.10628841189,0.25657891802,0.25657891802,0.25657891802,0.25657891802,1.5023131563,1.5023131563,1.5023131563,1.5023131563,0.15256678138,0.19214347261,0.19214347261,0.19214347261,0.19214347261,0.122937435,0.28725059732,0.28725059732,0.28725059732,0.28725059732
160,0.22162414354,0.22162414354,0.22162414354,0.22162414354,0.076337000125,0.084905712556,0.091258421378,0.091258421378,0.091258421378,0.091258421378,0.071784678891,0.073944699597,0.064315956927,0.080586396152,0.086069012306,0.16210355307,0.16210355307,0.16210355307,0.16210355307,0.064315736998,0.067660640311,0.085415447955,0.30197453634,0.30197453634,0.30197453634,0.30197453634,0.088187726782,0.063266091426,0.079120283491,0.11164088895,0.065511535839,0.064200044207,0.10218190829,0.086693303095,0.22060866353,0.22060866353,0.22060866353,0.22060866353,1.4095241352,1.4095241352,1.4095241352,1.4095241352,0.1272394819,0.16246486266,0.16246486266,0.16246486266,0.16246486266,0.10118516988,0.24855745801,0.24855745801,0.24855745801,0.24855745801
165,0.1909596904,0.1909596904,0.1909596904,0.1909596904,0.061819264569,0.069206598873,0.074710469201,0.074710469201,0.074710469201,0.074710469201,0.057913146014,0.05976486813,0.051535377953,0.065477315788,0.070212818619,0.13725631043,0.13725631043,0.13725631043,0.13725631043,0.051535190768,0.054386568162,0.069647417571,0.26454787044,0.26454787044,0.26454787044,0.26454787044,0.072047376124,0.050642142767,0.064213984175,0.092505047168,0.052553604014,0.051436717065,0.084222999622,0.070753118542,0.19003819889,0.19003819889,0.19003819889,0.19003819889,1.3258506794,1.3258506794,1.3258506794,1.3258506794,0.10624385003,0.13758024666,0.13758024666,0.13758024666,0.13758024666,0.083352696996,0.21550699548,0.21550699548,0.21550699548,0.21550699548
170,0.1648448906,0.1648448906,0.1648448906,0.1648448906,0.050081517133,0.056442027923,0.061204955634,0.061204955634,0.061204955634,0.061204955634,0.046734754034,0.048319822098,0.041297338789,0.053226247259,0.057311325605,0.11639331672,0.11639331672,0.11639331672,0.11639331672,0.041297179747,0.043723799897,0.056822784038,0.23225649505,0.23225649505,0.23225649505,0.23225649505,0.058897966231,0.040538680268,0.052139092318,0.076725846258,0.042163049328,0.041213506136,0.069480452689,0.057778377291,0.16400861868,0.16400861868,0.16400861868,0.16400861868,1.2502141356,1.2502141356,1.2502141356,1.2502141356,0.088818330789,0.11668366136,0.11668366136,0.11668366136,0.11668366136,0.068721252656,0.18722058944,0.18722058944,0.18722058944,0.18722058944
175,0.14256375735,0.14256375735,0.14256375735,0.14256375735,0.040587822315,0.046057633079,0.050175003661,0.050175003661,0.050175003661,0.050175003661,0.037724200139,0.039079134904,0.033095468232,0.04328787359,0.046807807726,0.098849452084,0.098849452084,0.098849452084,0.098849452084,0.033095333319,0.035157240836,0.046386143488,0.2043370797,0.2043370797,0.2043370797,0.2043370797,0.048178556208,0.032452159373,0.042353472123,0.063701546764,0.033830334039,0.033024350159,0.057367814197,0.04721110073,0.14180469926,0.14180469926,0.14180469926,0.14180469926,1.1816831349,1.1816831349,1.1816831349,1.1816831349,0.074338745167,0.099109636524,0.099109636524,0.099109636524,0.099109636524,0.056706082698,0.16296433651,0.16296433651,0.16296433651,0.16296433651
180,0.12351889979,0.12351889979,0.12351889979,0.12351889979,0.032906249806,0.037604855433,0.041160726599,0.041160726599,0.041160726599,0.041160726599,0.030459113711,0.031615832243,0.026524355896,0.035221809523,0.038251572633,0.084074750464,0.084074750464,0.084074750464,0.084074750464,0.026524241626,0.028273675268,0.037887999037,0.18014759054,0.18014759054,0.18014759054,0.18014759054,0.03943463833,0.025979695227,0.034419607415,0.05294052276,0.027147216448,0.02646411576,0.047407405802,0.03859946275,0.12282976321,0.12282976321,0.12282976321,0.12282976321,1.1194511128,1.1194511128,1.1194511128,1.1194511128,0.062292905127,0.084307880024,0.084307880024,0.084307880024,0.084307880024,0.046831055917,0.14212400893,0.14212400893,0.14212400893,0.14212400893
185,0.10721096645,0.10721096645,0.10721096645,0.10721096645,0.026688559352,0.030720546108,0.03378878238,0.03378878238,0.03378878238,0.03378878238,0.024599795412,0.025586104444,0.021259400219,0.02867224257,0.031277553947,0.071613787283,0.071613787283,0.071613787283,0.071613787283,0.021259303571,0.02274156226,0.030964358887,0.15914687554,0.15914687554,0.15914687554,0.15914687554,0.032297714351,0.020798928343,0.027984257138,0.044040715215,0.021786579549,0.021208447377,0.039209815901,0.031577377542,0.10658512164,0.10658512164,0.10658512164,0.10658512164,1.0628175872,1.0628175872,1.0628175872,1.0628175872,0.052260026814,0.07182266587,0.07182266587,0.07182266587,0.07182266587,0.038708160742,0.12418454141,0.12418454141,0.12418454141,0.12418454141
190,0.093221800271,0.093221800271,0.093221800271,0.093221800271,0.021653879149,0.025110539339,0.027755882308,0.027755882308,0.027755882308,0.027755882308,0.019872962247,0.020713018869,0.017040683296,0.023351556209,0.025589871775,0.061088871755,0.061088871755,0.061088871755,0.061088871755,0.017040601664,0.018294848907,0.025320303855,0.14087786382,0.14087786382,0.14087786382,0.14087786382,0.026468834091,0.016651920061,0.022762096904,0.036672991028,0.017486283159,0.016997644339,0.032457319096,0.02584805353,0.092653229562,0.092653229562,0.092653229562,0.092653229562,1.0111725161,1.0111725161,1.0111725161,1.0111725161,0.043894015473,0.06127602621,0.06127602621,0.06127602621,0.06127602621,0.032020931965,0.1087131939,0.1087131939,0.1087131939,0.1087131939
195,0.081200609787,0.081200609787,0.081200609787,0.081200609787,0.017575587798,0.020536415963,0.022815480461,0.022815480461,0.022815480461,0.022815480461,0.016058703049,0.016773439481,0.013660067009,0.019027150137,0.020948581858,0.052186321299,0.052186321299,0.052186321299,0.052186321299,0.013659998148,0.014720000088,0.020716744538,0.12495370967,0.12495370967,0.12495370967,0.12495370967,0.021705319392,0.013332270765,0.018522559837,0.030567652061,0.014036235632,0.013623759398,0.0268904597,0.021170734955,0.080683858425,0.080683858425,0.080683858425,0.080683858425,0.96398318643,0.96398318643,0.96398318643,0.96398318643,0.03690987806,0.052354024983,0.052354024983,0.052354024983,0.052354024983,0.026511043004,0.095345704627,0.095345704627,0.095345704627,0.095345704627
200,0.070852595746,0.070852595746,0.070852595746,0.070852595746,0.014270767052,0.016804831764,0.018767023073,0.018767023073,0.018767023073,0.018767023073,0.012980007502,0.0135875187,0.010950866217,0.015510828475,0.017158988684,0.044645236395,0.044645236395,0.044645236395,0.044645236395,0.010950808199,0.011845603871,0.016959742951,0.11104634102,0.11104634102,0.11104634102,0.11104634102,0.017810050426,0.010674815545,0.015079246387,0.025503487201,0.011268042179,0.010920274382,0.02229718629,0.017350006979,0.070382724733,0.070382724733,0.070382724733,0.070382724733,0.92078319238,0.92078319238,0.92078319238,0.92078319238,0.031072665471,0.044795531692,0.044795531692,0.044795531692,0.044795531692,0.02196745005,0.083774880464,0.083774880464,0.083774880464,0.083774880464
205,0.061929580387,0.061929580387,0.061929580387,0.061929580387,0.011591718367,0.013758908891,0.015447259721,0.015447259721,0.015447259721,0.015447259721,0.010494358704,0.011010252981,0.0087795837786,0.012650251584,0.014063021507,0.038248306983,0.038248306983,0.038248306983,0.038248306983,0.0087795349532,0.0095340397495,0.013891897153,0.09887697548,0.09887697548,0.09887697548,0.09887697548,0.014622814509,0.0085473812799,0.012281397851,0.021298879446,0.0090467154193,0.0087538376174,0.01850404482,0.01422716356,0.061502121802,0.061502121802,0.061502121802,0.061502121802,0.88116314087,0.88116314087,0.88116314087,0.88116314087,0.02618846305,0.038383026519,0.038383026519,0.038383026519,0.038383026519,0.01821759509,0.073741177461,0.073741177461,0.073741177461,0.073741177461
210,0.054222273018,0.054222273018,0.054222273018,0.054222273018,0.0094191368612,0.011271287693,0.012723216195,0.012723216195,0.012723216195,0.012723216195,0.0084869807972,0.008924694651,0.0070392952872,0.010322046991,0.01153227104,0.032814271826,0.032814271826,0.032814271826,0.032814271826,0.0070392542426,0.0076747992547,0.011385386415,0.088208249661,0.088208249661,0.088208249661,0.088208249661,0.012013316044,0.006844192504,0.010007028475,0.017804575267,0.0072640366495,0.0070176509744,0.015369034271,0.011673236157,0.053833188067,0.053833188067,0.053833188067,0.053833188067,0.84476279237,0.84476279237,0.84476279237,0.84476279237,0.02209704155,0.032935058304,0.032935058304,0.032935058304,0.032935058304,0.015120271462,0.065024909918,0.065024909918,0.065024909918,0.065024909918
215,0.047553874943,0.047553874943,0.047553874943,0.047553874943,0.0076566168268,0.0092385155874,0.010486507482,0.010486507482,0.010486507482,0.010486507482,0.0068654144134,0.0072364934118,0.0056443538645,0.0084262548063,0.0094623638299,0.028191724791,0.028191724791,0.028191724791,0.028191724791,0.0056443193965,0.0061791303641,0.0093363537026,0.078837674273,0.078837674273,0.078837674273,0.078837674273,0.0098755251988,0.0054805960538,0.0081573910812,0.014897799859,0.0058332385633,0.0056261768331,0.012775806143,0.0095833604321,0.047199514873,0.047199514873,0.047199514873,0.047199514873,0.81126439583,0.81126439583,0.81126439583,0.81126439583,0.018665855669,0.028300049373,0.028300049373,0.028300049373,0.028300049373,0.012559832957,0.057439794357,0.057439794357,0.057439794357,0.057439794357
220,0.041774782598,0.041774782598,0.041774782598,0.041774782598,0.0062262273853,0.0075765132137,0.0086487322386,0.0086487322386,0.0086487322386,0.0086487322386,0.0055551576399,0.0058695056387,0.0045261513124,0.0068818470567,0.0077684147194,0.024254020205,0.024254020205,0.024254020205,0.024254020205,0.0045261223959,0.0049757426589,0.0076603658049,0.070592180689,0.070592180689,0.070592180689,0.070592180689,0.008123106126,0.0043888405904,0.0066525153628,0.012477463172,0.0046847459564,0.0045109012427,0.010628951084,0.0078722214832,0.041451852508,0.041451852508,0.041451852508,0.041451852508,0.78038702099,0.78038702099,0.78038702099,0.78038702099,0.015785137525,0.024351199454,0.024351199454,0.024351199454,0.024351199454,0.010441489613,0.050827589838,0.050827589838,0.050827589838,0.050827589838
225,0.036758192781,0.036758192781,0.036758192781,0.036758192781,0.0050649485352,0.0062169090085,0.0071377406125,0.0071377406125,0.0071377406125,0.0071377406125,0.0044961622928,0.0047622614778,0.0036297246511,0.0056231116203,0.0063813487136,0.020895076341,0.020895076341,0.020895076341,0.020895076341,0.0036297004148,0.004007362569,0.0062887423111,0.06332356807,0.06332356807,0.06332356807,0.06332356807,0.0066857162496,0.0035146999349,0.0054276093843,0.010460250801,0.0037627635502,0.0036169422973,0.0088501657146,0.0064703689734,0.036463718275,0.036463718275,0.036463718275,0.036463718275,0.75188172589,0.75188172589,0.75188172589,0.75188172589,0.013363880755,0.020982287748,0.020982287748,0.020982287748,0.020982287748,0.0086874831521,0.04505364036,0.04505364036,0.04505364036,0.04505364036
230,0.032396450116,0.032396450116,0.032396450116,0.032396450116,0.0041217992001,0.0051040742538,0.0058946078116,0.0058946078116,0.0058946078116,0.0058946078116,0.0036400169133,0.0038651212471,0.0029110392562,0.0045967325782,0.0052449243313,0.018025913867,0.018025913867,0.018025913867,0.018025913867,0.0029110189609,0.0032279700039,0.0051655855119,0.056904694935,0.056904694935,0.056904694935,0.056904694935,0.0055060088411,0.0028147714056,0.0044301560241,0.0087774333876,0.0030225421763,0.0029003349369,0.0073751327104,0.0053212342921,0.032127746721,0.032127746721,0.032127746721,0.032127746721,0.72552742571,0.72552742571,0.72552742571,0.72552742571,0.011326549916,0.018104210018,0.018104210018,0.018104210018,0.018104210018,0.0072339750489,0.040003160841,0.040003160841,0.040003160841,0.040003160841
235,0.028598006296,0.028598006296,0.028598006296,0.028598006296,0.0033555220529,0.004192723421,0.0048711783417,0.0048711783417,0.0048711783417,0.0048711783417,0.002947681289,0.0031379859232,0.0023348135427,0.0037594317708,0.0043133232933,0.015571796577,0.015571796577,0.015571796577,0.015571796577,0.0023347965621,0.002600581229,0.0042453760535,0.05122628735,0.05122628735,0.05122628735,0.05122628735,0.0045372037544,0.0022543141437,0.0036175691404,0.0073722599894,0.0024281882339,0.0023258571246,0.0061509793191,0.0043787145963,0.028352651503,0.028352651503,0.028352651503,0.028352651503,0.70112735225,0.70112735225,0.70112735225,0.70112735225,0.0096103811659,0.01564211803,0.01564211803,0.01564211803,0.01564211803,0.006028512391,0.035578137156,0.035578137156,0.035578137156,0.035578137156
240,0.025284884423,0.025284884423,0.025284884423,0.025284884423,0.0027327164828,0.0034459709749,0.0040280720027,0.0040280720027,0.0040280720027,0.0040280720027,0.0023876640365,0.0025484531638,0.0018727771318,0.0030760628071,0.0035491976902,0.013469866346,0.013469866346,0.013469866346,0.013469866346,0.0018727629361,0.0020954697226,0.0034910255017,0.046194258838,0.046194258838,0.046194258838,0.046194258838,0.0037411174395,0.0018055194315,0.0029553007482,0.0061978265518,0.0019509082792,0.0018652893445,0.0051342053772,0.0036052148707,0.025060692215,0.025060692215,0.025060692215,0.025060692215,0.678506012,0.678506012,0.678506012,0.678506012,0.0081631655455,0.0135330533,0.0135330533,0.0135330533,0.0135330533,0.0050279625905,0.031694734163,0.031694734163,0.031694734163,0.031694734163
245,0.022390561063,0.022390561063,0.022390561063,0.022390561063,0.0022263324011,0.0028337569549,0.0033330637598,0.0033330637598,0.0033330637598,0.0033330637598,0.0019345562035,0.0020703316948,0.0015022760223,0.0025180700177,0.0029220869062,0.011667184223,0.011667184223,0.011667184223,0.011667184223,0.001502264164,0.0016887382633,0.0028722981139,0.041727455787,0.041727455787,0.041727455787,0.041727455787,0.0030865644393,0.0014461266209,0.0024153117614,0.0052153312347,0.0015676021678,0.001496020952,0.0042889927099,0.0029700602592,0.022185558751,0.022185558751,0.022185558751,0.022185558751,0.6575065663,0.6575065663,0.6575065663,0.6575065663,0.0069414265637,0.011723987061,0.011723987061,0.011723987061,0.011723987061,0.0041968288488,0.028281124722,0.028281124722,0.028281124722,0.028281124722
250,0.019858194313,0.019858194313,0.019858194313,0.019858194313,0.0018144546954,0.0023315706551,0.0027597665288,0.0027597665288,0.0027597665288,0.0027597665288,0.0015678510281,0.0016824440362,0.0012051555615,0.0020622419033,0.0024071335652,0.010119105708,0.010119105708,0.010119105708,0.010119105708,0.0012051456633,0.0013611727238,0.0023645311174,0.037755757302,0.037755757302,0.037755757302,0.037755757302,0.0025480595412,0.0011583155737,0.0019748359389,0.0043926450615,0.001259735426,0.0011999341826,0.0035858245923,0.0024482079068,0.019670601538,0.019670601538,0.019670601538,0.019670601538,0.63798856971,0.63798856971,0.63798856971,0.63798856971,0.0059089203129,0.0101701945,0.0101701945,0.0101701945,0.0101701945,0.0035058750791,0.025275668204,0.025275668204,0.025275668204,0.025275668204
255,0.01763913898,0.01763913898,0.01763913898,0.01763913898,0.001479321886,0.0019194154035,0.0022865595441,0.0022865595441,0.0022865595441,0.0022865595441,0.0012709937615,0.0013676612998,0.00096686582654,0.0016897023369,0.001984041432,0.0087879314014,0.0087879314014,0.0087879314014,0.0087879314014,0.00096685757024,0.0010973218472,0.0019475964635,0.034218470875,0.034218470875,0.034218470875,0.034218470875,0.0021047634017,0.00092782033839,0.0016153803905,0.0037031398111,0.0010124353372,0.00096251044233,0.0030003574919,0.0020192012101,0.01746734869,0.01746734869,0.01746734869,0.01746734869,0.61982601311,0.61982601311,0.61982601311,0.61982601311,0.0050353996918,0.0088339044541,0.0088339044541,0.0088339044541,0.0088339044541,0.002931002543,0.022625379655,0.022625379655,0.022625379655,0.022625379655
260,0.015691700346,0.015691700346,0.015691700346,0.015691700346,0.001206533565,0.0015809684417,0.001895715958,0.001895715958,0.001895715958,0.001895715958,0.0010306165044,0.0011121248296,0.00077574508235,0.0013850938017,0.0016362292046,0.0076417848466,0.0076417848466,0.0076417848466,0.0076417848466,0.00077573820035,0.00088475833281,0.0016050580301,0.031062975412,0.031062975412,0.031062975412,0.031062975412,0.0017396254594,0.00074321984369,0.0013219170229,0.0031247259695,0.00081376628724,0.00077211456036,0.0025124982444,0.0016663203753,0.015534261613,0.015534261613,0.015534261613,0.015534261613,0.60290562667,0.60290562667,0.60290562667,0.60290562667,0.0042955951262,0.0076831763795,0.0076831763795,0.0076831763795,0.0076831763795,0.0024523313949,0.020284641069,0.020284641069,0.020284641069,0.020284641069
265,0.013980086562,0.013980086562,0.013980086562,0.013980086562,0.00098441006799,0.0013028987699,0.0015726921717,0.0015726921717,0.0015726921717,0.0015726921717,0.00083592187026,0.0009046183174,0.00062244583159,0.0011359158049,0.0013501429881,0.0066536780892,0.0066536780892,0.0066536780892,0.0066536780892,0.00062244009889,0.0007134854129,0.0013234871054,0.028243571427,0.028243571427,0.028243571427,0.028243571427,0.0014386868044,0.00059537023417,0.0010822281698,0.0026390623695,0.00065414875755,0.00061942152807,0.0021056486523,0.0013758920381,0.013835689056,0.013835689056,0.013835689056,0.013835689056,0.58712540496,0.58712540496,0.58712540496,0.58712540496,0.0036683729584,0.0066909651181,0.0066909651181,0.0066909651181,0.0066909651181,0.0020534491641,0.018214114701,0.018214114701,0.018214114701,0.018214114701
270,0.012473526612,0.012473526612,0.012473526612,0.012473526612,0.00080347494644,0.0010743129584,0.0013055485434,0.0013055485434,0.0013055485434,0.0013055485434,0.00067818639593,0.00073606114481,0.00049947504826,0.00093198874261,0.0011146973847,0.0058007325242,0.0058007325242,0.0058007325242,0.0058007325242,0.00049947027595,0.00057546019708,0.0010919061239,0.025720505104,0.025720505104,0.025720505104,0.025720505104,0.0011905128161,0.00047695054582,0.00088637677911,0.0022309062841,0.00052589344468,0.00049695733046,0.001766086634,0.0011367278436,0.012340986609,0.012340986609,0.012340986609,0.012340986609,0.57239332242,0.57239332242,0.57239332242,0.57239332242,0.0031360397919,0.0058343410251,0.0058343410251,0.0058343410251,0.0058343410251,0.0017207953461,0.016379825237,0.016379825237,0.016379825237,0.016379825237
275,0.011145526556,0.011145526556,0.011145526556,0.011145526556,0.00065603653693,0.00088630467811,0.0010844768826,0.0010844768826,0.0010844768826,0.0010844768826,0.00055036032879,0.00059909941697,0.00040082585427,0.00076501922991,0.00092082088561,0.0050635283827,0.0050635283827,0.0050635283827,0.0050635283827,0.00040082188386,0.00046421074653,0.00090133637761,0.023459138499,0.023459138499,0.023459138499,0.023459138499,0.00098573113955,0.00038209907847,0.00072627726612,0.0018875785289,0.00042282765524,0.00039873113832,0.0014824588378,0.00093966763641,0.011023774324,0.011023774324,0.011023774324,0.011023774324,0.55862621223,0.55862621223,0.55862621223,0.55862621223,0.0026837668692,0.0050938388046,0.0050938388046,0.0050938388046,0.0050938388046,0.0014431570588,0.014752383341,0.014752383341,0.014752383341,0.014752383341
280,0.009973241403,0.009973241403,0.009973241403,0.009973241403,0.00053584952825,0.00073158834396,0.00090141479937,0.00090141479937,0.00090141479937,0.00090141479937,0.00044674500087,0.0004877757483,0.00032168243139,0.00062824753331,0.00076108589631,0.0044255609172,0.0044255609172,0.0044255609172,0.0044255609172,0.00032167913005,0.00037452839752,0.00074443006987,0.021429242808,0.021429242808,0.021429242808,0.021429242808,0.00081665522066,0.00030612234819,0.00059534775733,0.0015985228212,0.00033999566893,0.00031994066428,0.0012453643117,0.00077720755986,0.0098613098482,0.0098613098482,0.0098613098482,0.0098613098482,0.54574878584,0.54574878584,0.54574878584,0.54574878584,0.0022991132691,0.0044529131086,0.0044529131086,0.0044529131086,0.0044529131086,0.0012112553945,0.013306327754,0.013306327754,0.013306327754,0.013306327754
285,0.0089369438493,0.0089369438493,0.0089369438493,0.0089369438493,0.0004378411314,0.00060420100624,0.00074973074154,0.00074973074154,0.00074973074154,0.00074973074154,0.00036273267987,0.00039726255155,0.00025818359086,0.00051616146877,0.00062940747152,0.0038727852029,0.0038727852029,0.0038727852029,0.0038727852029,0.00025818084739,0.00030222050739,0.00061517081949,0.01960439544,0.01960439544,0.01960439544,0.01960439544,0.00067697737529,0.00024526212397,0.00048822816998,0.0013549424596,0.00027341840077,0.0002567361135,0.0010470126187,0.00064319711074,0.0088339582981,0.0088339582981,0.0088339582981,0.0088339582981,0.53369277381,0.53369277381,0.53369277381,0.53369277381,0.0019716305428,0.0038974828108,0.0038974828108,0.0038974828108,0.0038974828108,0.0010174058939,0.012019566955,0.012019566955,0.012019566955,0.012019566955
290,0.0080195742625,0.0080195742625,0.0080195742625,0.0080195742625,0.00035788943975,0.00049925964713,0.00062396660072,0.00062396660072,0.00062396660072,0.00062396660072,0.00029459674331,0.00032364655069,0.00020723332775,0.00042426413003,0.00052079786506,0.003393234632,0.003393234632,0.003393234632,0.003393234632,0.00020723104908,0.00024391172512,0.00050862975095,0.017961464805,0.017961464805,0.017961464805,0.017961464805,0.00056151840285,0.00019650894972,0.00040055156658,0.0011495004878,0.00021990060708,0.00020603106439,0.0008809428649,0.00053259222536,0.0079247432724,0.0079247432724,0.0079247432724,0.0079247432724,0.52239617152,0.52239617152,0.52239617152,0.52239617152,0.001692534539,0.0034155490264,0.0034155490264,0.0034155490264,0.0034155490264,0.00085523964501,0.010872904597,0.010872904597,0.010872904597,0.010872904597
295,0.0072063589332,0.0072063589332,0.0072063589332,0.0072063589332,0.00029264396669,0.00041276348048,0.00051962723014,0.00051962723014,0.00051962723014,0.00051962723014,0.00023932239678,0.00026375462502,0.00016634901247,0.00034888523418,0.00043116644343,0.0029767007667,0.0029767007667,0.0029767007667,0.0029767007667,0.00016634712084,0.00019688423776,0.00042076674608,0.01648016934,0.01648016934,0.01648016934,0.01648016934,0.00046602320724,0.00015745287035,0.00032875863865,0.00097607202909,0.0001768762145,0.00016535093909,0.00074179260497,0.00044125392118,0.0071189660299,0.0071189660299,0.0071189660299,0.0071189660299,0.51180257559,0.51180257559,0.51180257559,0.51180257559,0.0014544327147,0.0029968745408,0.0029968745408,0.0029968745408,0.0029968745408,0.00071947400374,0.0098496355179,0.0098496355179,0.0098496355179,0.0098496355179
300,0.0064844857603,0.0064844857603,0.0064844857603,0.0064844857603,0.00023938028162,0.00034143282484,0.00043300821609,0.00043300821609,0.00043300821609,0.00043300821609,0.00019447006607,0.00021501301325,0.00013353973399,0.00028702782477,0.00035715648952,0.0026144643478,0.0026144643478,0.0026144643478,0.0026144643478,0.00013353816445,0.00015894932808,0.00034826840841,0.015142699461,0.015142699461,0.015142699461,0.015142699461,0.00038699387435,0.00012616393487,0.00026994712102,0.00082953953176,0.00014228422087,0.00013271158433,0.00062510762389,0.00036578399676,0.0064038820109,0.0064038820109,0.0064038820109,0.0064038820109,0.50186059919,0.50186059919,0.50186059919,0.50186059919,0.0012510973204,0.002632714438,0.002632714438,0.002632714438,0.002632714438,0.00060572396341,0.0089352013039,0.0089352013039,0.0089352013039,0.0089352013039
